Country,L1Name,L2Name,number_of_urban_patches,patch_density,area_weigthed_mean_shape_index,area_weigthed_mean_nearest_neighbor,effective_mesh_size,area_weighted_mean_patch_size,Circuity_average,intersection_density,street_density,street_length_average,streets_per_node_average,urb_perfil,stt_perfil,area,population_density,CentLatitude,CentLongitude
Peru,Chincha Alta,SUNAMPE,28,1.7326,5.2343,64.6404,48.0543,204.6152,1.04609959365697,35.1022199245668,6950.01585961669,121.302962831119,2.78757225433526,4,1,16.2667774638485,6718.046004,-13.4268898541361,-76.1628427531385
Mexico,Poza Rica de Hidalgo,Coatzintla,118,0.4252,3.0637,153.7562,9.208,320.3242,1.06738050062304,3.61544810154245,855.520593381476,129.830811968894,2.9481658692185,5,6,279.080205734257,6160.875451,20.4274552699051,-97.5374124748269
Mexico,Aguascalientes,Jes,331,0.6556,4.8799,80.4263,15.3166,364.2259,1.05614158695186,5.68733091042065,1185.40946743663,121.717627698031,2.81825914374822,1,2,507.443657746747,4717.358844,21.9321175043098,-102.445649260932
Mexico,Tianguistenco,Texcalyacac,10,0.4045,3.6287,60.7823,2.3046,70.4205,1.02933801968479,3.13742205290724,1024.88380185393,190.147880411931,2.95698924731182,5,6,24.8611754123811,6294.648375,19.1296440001067,-99.506429103707
Mexico,Uriangato,Uriangato,122,1.0501,4.3795,88.3732,40.2116,425.8025,1.05622348931276,9.00516661511895,2288.8482100123,148.113777533455,2.85625485625485,4,4,116.932872539204,5533.316928,20.1196923861887,-101.152615973451
Mexico,Mexico City,San Martnn de las Pir,77,1.101,2.5783,265.7861,6.7704,128.2571,1.02723300939402,3.24310377966384,884.485002269772,169.433159572879,3.07968127490039,5,6,70.3030231193009,6692.941113,19.719771300481,-98.8321945827269
Brasil,Porto Alegre,NOVA HARTZ,43,0.688,4.2422,76.3266,10.6249,185.7654,1.09905222846197,7.39152823249905,2490.31304973246,195.90016126979,2.7394247038917,5,2,62.7745691290044,5288.128007,-29.5856779562534,-50.8982162214624
Mexico,Mexico City,Ayapango,44,0.8682,2.2642,98.6775,0.9469,33.6623,1.00956972878605,0.549656765048038,292.586068476822,372.614804287682,3.16129032258064,5,3,50.9408812562379,6527.777778,19.1242909341356,-98.8163558634394
Mexico,Villahermosa,Nacajuca,278,0.5195,3.9429,79.6488,3.1097,111.4123,1.1209957700015,1.85052707205749,844.011155179007,260.325463834417,2.68564920273348,5,3,538.225036012364,7695.500526,18.1878649681875,-92.9486233276095
Mexico,Mexico City,Chiautla,66,3.259,3.7185,70.1752,31.689,121.0023,1.0413574154861,9.57623204065412,2951.12119140631,202.33478203272,2.87665198237885,4,4,20.3629150977298,4883.571846,19.5730368864223,-98.8833849409066
Mexico,Poza Rica de Hidalgo,TihuatlBn,316,0.4401,4.8837,104.8311,7.13,314.4188,1.06666805314942,3.9568818495069,860.367676576368,120.74130472652,2.73818374933616,1,2,722.033183870787,5482.709907,20.6604022966228,-97.5302017733191
Brasil,Belo Horizonte,S1O JOS,99,2.0657,3.5586,69.2843,11.0329,110.2297,1.07150387819577,11.5817680552596,3284.46001113139,171.073043421712,2.74452554744525,4,4,48.1791724145773,4240.567021,-19.6968906527388,-43.9903992591961
Mexico,Tlaxcala,Amaxac de Guerrero,29,2.545,2.9777,76.1845,3.9798,33.7273,1.04679801488722,15.6276867785124,4349.74510503745,167.751221617676,2.84753363228699,4,4,11.4540304356572,7994.942734,19.3620705389874,-98.1815233896108
Peru,Chiclayo,CHICLAYO,45,0.954,2.2352,68.4452,396.6867,1220.5906,1.01472612661637,71.7964273906499,8580.10522785105,72.3314741495582,3.20184512161028,2,5,47.4953994778309,18394.8443,-6.78300812324725,-79.8258745795281
Mexico,Morelia,Tar,171,0.6687,2.8434,130.3912,4.3114,78.3487,1.07505070451592,8.00173763983939,1520.45396510554,111.125843738405,2.80238095238095,5,2,257.19413615282,5541.768824,19.8164395144049,-101.157531836244
Mexico,Fresnillo,Fresnillo,635,0.1247,3.5526,314.6371,7.517,780.9719,1.05237467768281,0.548268530645519,231.413560287975,237.024291962977,3.15149606299212,1,6,5116.10614728781,4330.40533,23.2368267653879,-102.995938287287
Mexico,Guaymas,Guaymas,353,0.0444,5.1785,171.4047,6.3079,1291.0715,1.05175324523173,0.766229034298379,200.042763366032,147.90344452644,2.93976886471787,1,6,7980.64250540882,3827.09183,28.1425640115994,-110.62594738744
Mexico,Oaxaca de Juarez,San Lorenzo Cacaotepec,52,1.8837,3.5076,68.4058,19.3257,123.6718,1.0528258314066,8.06975815139233,3106.27848366483,234.942628526918,2.73571428571428,4,4,27.7579570289044,2924.867283,17.1290440322746,-96.8035620390442
Peru,Trujillo,SALAVERRY,56,0.1943,2.3026,297.9583,1.0563,93.2479,1.01647377800611,1.58851365804938,433.452549802183,153.591659367442,3.22986247544204,5,6,290.208395542588,4813.181428,-8.2539201426624,-78.8989141795545
Brasil,Santos,ITANHA9M,366,0.6085,4.5449,64.6019,51.4419,956.4528,1.0215095206265,6.9989751641591,1596.26647450949,126.939772361478,2.93392409940281,1,2,604.37419776274,2770.822901,-24.0919831370623,-46.8346909328853
Mexico,Cuernavaca,Tlaltizapon,157,0.6592,3.0547,83.6223,4.191,98.7047,1.0663752727252,4.02519466392791,1011.45769517506,143.2290758668,2.82906688687035,5,2,239.739958081511,4811.024089,18.7049523567512,-99.1082465039168
Mexico,Orizaba,Huiloapan de Cuauhtzmoc,16,0.8548,2.4399,70.6243,2.8111,34.6134,1.09073785692395,4.46298227421049,1326.23650560112,175.787001318027,2.84615384615384,5,2,18.8214953228465,4815.472666,18.8173072139535,-97.1331020084083
Mexico,Orizaba,Ixtaczoquitlnn,106,0.772,3.4112,91.4133,7.9498,130.3473,1.08887126907629,6.40850727933685,1757.63778196887,152.083774052465,3.19047619047619,5,2,138.097681944363,7764.642665,18.8505659336617,-97.0290132196706
Argentina,San Juan,9 de Julio,72,0.4804,1.9487,223.6055,0.2191,24.5202,1.02056453104993,1.50248224997069,1002.66844207301,384.742682183613,2.81754385964912,5,3,150.41775036238,7078.853047,-31.6464557583377,-68.3898695452152
Mexico,Tampico,Pueblo Viejo,130,0.4505,4.0419,91.5879,22.257,609.1061,1.05887921804097,3.78909404783563,949.367433715733,138.509721949131,3.16799363057324,1,6,290.042945919423,5289.727249,22.1580635543991,-97.9248099381433
Mexico,Los Mochis,Ahome,944,0.2363,4.9635,105.672,49.0942,2261.597,1.04286547117354,3.03089166859072,717.409136222608,133.25279064572,3.14859847105933,1,6,4012.02066243893,4788.483892,25.8956480195037,-109.133198591202
Brasil,Belem,SANTA ISABEL DO PAR,268,0.3736,3.9737,138.3793,5.6716,396.4079,1.05967620174144,1.42146817374038,505.444081809903,208.912771549829,2.85308441558441,1,6,722.492433508097,5837.620328,-1.3652067654507,-48.1293074152035
Peru,Sullana,SULLANA,120,0.2482,3.6929,98.0631,18.4467,652.5376,1.04426456004114,5.09319036124742,1026.74722915835,113.495697728643,3.28154981549815,1,2,486.924662951847,12209.05393,-4.80581658508354,-80.5288477788122
Brasil,Fortaleza,PINDORETAMA,161,2.2065,2.1255,124.9983,0.5948,12.7768,1.06388357601217,7.54243145555496,2390.70125826062,189.632476221285,2.90697674418604,5,2,73.4511149706215,5577.047636,-4.05673476928871,-38.311983043593
Mexico,Tecoman,Tecoman,228,0.2895,3.6222,153.1496,15.1615,679.3238,1.07025298898975,2.4789431581794,813.403672882617,177.611132068692,3.14727272727272,1,6,943.950647790792,6380.994646,18.8628269501804,-105.040256429745
Mexico,Puebla de Zaragoza,Acajete,106,0.5996,4.8947,65.4496,16.4387,238.2072,1.03985550648847,4.30217107555131,1359.41003345703,176.185481921011,2.89424083769633,1,2,177.817196612053,5043.813271,19.1033013096542,-97.9398264202258
Peru,Lima,PUCUSANA,4,0.1379,2.1185,706.5764,0.0121,4.3797,1.13989820455134,13.5009019435186,3174.5357025587,133.254458948697,2.62592592592592,5,4,29.2573045602799,160499.3758,-12.4658382705703,-76.7756251715165
El Salvador,San Salvador,SAN PEDRO PERULAPAN,119,1.3354,1.6489,138.5983,0.0204,2.0496,1.21569022491921,1.61664692024671,1003.40596722942,365.842701465518,2.44497607655502,5,3,89.6918171704872,53861.30812,13.7692121750852,-89.015210522888
Argentina,Rio Gallegos,Güer Aike,338,0.0101,2.4029,154.0664,0.8082,1181.4987,1.08934256743866,0.173555125862052,119.354641066822,392.280720420474,3.26808238863164,1,3,33534.0138822862,4963.955493,-51.4137442293441,-70.564300085754
Mexico,Puebla de Zaragoza,Huejotzingo,196,1.1333,3.1919,75.5022,18.0184,201.3899,1.04112068117882,5.77461207521993,1701.08895930163,169.005125281082,2.94671107410491,4,2,173.86449287362,4126.550211,19.1671203515152,-98.4487790639386
Peru,Huancayo,CHUPACA,43,2.0698,3.6354,76.6269,23.412,175.1196,1.03130353787138,8.45896196668032,3219.36051237986,225.296590066201,3.27513227513227,4,4,20.9245532368154,7872.830705,-12.0676917055782,-75.2865293867126
Peru,Lima,SANTA ROSA,10,0.5737,3.3815,130.6693,3.832,48.2254,1.06176900421776,58.2540356881303,8577.63718657057,87.8320793605751,3.01649305555555,5,1,17.5610150939026,9744.422785,-11.8050457762188,-77.1633277836457
Mexico,Monterrey,Cadereyta Jim,556,0.4874,3.604,110.6275,12.3196,486.3067,1.05963972380233,3.15790750316472,985.484056945554,181.259354568723,2.95804693055226,1,6,1145.69536833304,2974.959512,25.5245904601689,-99.9141857924633
Mexico,Chetumal,Oth,902,0.0564,3.6108,110.6942,3.5497,1215.8504,1.09063263875099,0.450105349383978,169.87162124387,208.059443498312,3.26961394769613,1,6,16082.9015027424,5213.357077,18.6862315172683,-88.5024680194205
Mexico,Puebla de Zaragoza,Tecingo,19,1.4353,3.2475,68.7884,40.3069,217.6485,1.03526260016531,8.78879824861846,3034.74767272251,208.246266372732,2.77777777777777,4,4,13.3124002497601,5064.039811,19.1507482597814,-98.1902849694647
Mexico,Saltillo,Arteaga,349,0.2135,2.851,181.8222,0.4564,63.3049,1.09472596733174,1.05338536153771,437.869231702813,237.49112382355,2.90304182509505,5,6,1642.32394256417,1940.754314,25.3413576971307,-100.642369721942
Peru,Tacna,CALANA,34,0.3093,1.9697,154.6457,0.0393,5.3805,1.02463017319621,1.31094664917475,642.642861652811,296.170249053475,2.76086956521739,5,3,110.607094568858,3675.500809,-17.9542172033819,-70.146223144499
Brasil,Fortaleza,AQUIRAZ,992,2.056,3.2145,101.1871,4.5495,78.5261,1.04407728778877,9.43610209991829,2892.28482964989,179.444964222363,2.76791688677584,3,4,485.793810988935,2634.220505,-3.97645953002193,-38.3944004373762
Mexico,Tulancingo de Bravo,Santiago Tulantepec de Lugo Guerrero,97,1.5098,2.8373,84.4294,15.9765,127.803,1.06949175818136,1.43912205051375,540.284281970983,222.386285914719,2.75,4,6,64.6227329827931,4355.047562,20.0356510331649,-98.3927766466091
Guatemala,Quetzaltenango,La Esperanza,28,2.2898,3.5731,65.3128,49.7641,201.7139,1.04222425126776,8.27722930628673,2773.7180005186,205.906189648767,3.04273504273504,4,4,12.3229641496737,9529.45869,14.8774524442737,-91.5771625639215
Mexico,Mexico City,Tepetlixpa,61,1.415,2.8257,80.3989,10.7431,148.2974,1.07640244766127,4.10578950149094,1260.81535547376,175.757725154929,2.82300884955752,5,2,43.3534159350746,5738.392571,19.0099403444385,-98.8412838968944
Brasil,Guaratingueta,APARECIDA,25,0.2066,3.0163,80.3324,5.9255,185.2282,1.08801917126169,5.63115769038429,1093.95427470522,116.526834305543,2.88080301129234,5,2,121.64461335716,9309.881709,-22.9141144058336,-45.2372598198592
Peru,Cajamarca,CAJAMARCA,127,0.3353,4.0129,84.9793,52.1177,1157.804,1.18529714073378,5.51586501217111,1347.17752947801,140.402826591095,3.12595744680851,1,2,381.445157805237,12713.98992,-7.07751246956203,-78.5610881230521
Mexico,Merida,Kanasan,92,0.8996,6.2226,68.6002,170.5377,1227.1908,1.03472432537068,21.7709316501427,4294.22200180098,115.077114092772,2.90231170768083,2,4,102.797621891634,5507.846035,20.9185417614976,-89.5369230230319
Colombia,Neiva,PALERMO,58,0.0709,2.7353,302.5921,0.1995,56.3105,1.15688517301908,0.367782724605704,143.714566127761,236.327556660608,2.92732558139534,5,3,823.855988137677,10290.79996,2.90390381469693,-75.4306275072531
El Salvador,San Salvador,PANCHIMALCO,71,0.7321,2.196,134.8085,0.1514,15.8218,1.21603721810112,1.30024042633592,931.720063542846,435.430872501485,2.39893617021276,5,3,97.6742434919406,48731.54435,13.5694469388531,-89.1779399180885
Mexico,Tlaxcala,Panotla,70,1.1493,3.1502,67.8413,5.8686,73.0446,1.08298965929353,8.73104468922157,2739.77246983319,185.50408987605,2.7754491017964,5,4,61.2755997756436,4891.586455,19.3521176894095,-98.2841533813854
Mexico,Mexico City,Tlalmanalco,65,0.4059,3.8615,65.3691,6.0564,165.8702,1.07313854436441,3.73867540715529,838.25223264083,133.6386485454,2.86331938633193,5,6,161.019595027655,7770.423956,19.2089023275867,-98.73196967769
Mexico,Xalapa,Jilotepec,39,0.6936,2.4182,120.5636,0.5818,24.6936,1.17061527209237,3.35838574548455,1548.59096659718,272.932159978457,2.45289855072463,5,3,56.574799442101,12013.13406,19.6111874974217,-96.9164818051631
Mexico,Navojoa,Navojoa,530,0.1887,4.8142,135.7057,22.5467,1585.4819,1.04076493775794,2.02425312814276,566.685558836102,155.366361344274,3.14903699174564,1,6,2819.80544855921,3928.31832,27.0781014602267,-109.402733401405
Peru,Lima,CARABAYLLO,126,0.3528,3.6549,82.6771,29.4619,534.8177,1.0436007833985,17.183474482282,2716.98093296952,93.6741654293614,2.93726315789473,1,4,359.35689294776,12559.70354,-11.7961624449595,-76.9768624660036
Mexico,Cordoba,Amatljn de los Reyes,131,0.8656,2.6348,160.1536,2.0217,44.3278,1.05833717224813,5.54361516931613,1593.30203702332,163.350711280809,2.87047619047619,5,2,152.247220310589,5962.098492,18.8597518804667,-96.8761737211898
Brasil,Belo Horizonte,MATEUS LEME,204,0.6741,4.8425,75.4855,8.3449,301.2606,1.08681174045396,5.58375968081141,1812.23776545923,189.817260041946,2.92925238334169,1,2,304.27527277698,3414.21516,-20.0274933726127,-44.4371779042077
Mexico,Mexico City,Otumba,104,0.7329,3.1915,101.0241,3.6905,84.5927,1.09698978688656,1.40902842183311,569.577244846026,256.312432493502,2.83333333333333,5,6,142.651487284055,5433.606306,19.6560195044074,-98.7383925920547
Mexico,Minatitlan,J8ltipan,80,0.2526,4.044,152.5514,12.6612,555.5097,1.12311854208817,1.74847165885243,803.080243144007,249.836325117358,2.93714285714285,1,3,318.56392820549,5578.276531,17.8704156869042,-94.7150746678741
Peru,Huanuco,AMARILIS,20,0.1473,2.2811,64.7723,3.7434,141.0357,1.23974153802201,7.45021606359693,1449.23654390485,117.174061068437,3.01500441306266,5,2,136.64033248299,19893.69084,-9.95198963462312,-76.1886897788379
Peru,Lima,CARMEN DE LA LEGUA REYNOSO,1,0.5207,1.2688,,192.06,192.06,1.01742674547383,207.53777416073,23408.7733038796,68.0821598829458,3.19058823529411,6,5,1.93699677866191,22176.92388,-12.0428797814143,-77.0904326903477
Mexico,Cuautla,Yautepec,224,1.1674,5.3472,70.8241,37.1515,348.1114,1.06287145892271,5.9061141110485,1740.45462074949,172.10199658337,2.87162654996353,4,2,193.020313960309,4716.093874,18.8699497615702,-99.0509320368982
Mexico,Oaxaca de Juarez,1nimas Trujano,8,2.6439,2.4581,65.1728,19.8536,70.8577,1.00980652580543,7.5728250337054,2930.23288868528,287.084905097506,2.78571428571428,4,2,3.0371756771919,4412.597311,16.9873187165105,-96.7162033647452
Peru,Chincha Alta,PUEBLO NUEVO,7,0.0332,2.162,69.5901,10.4443,455.348,1.00553341589024,4.43540852369495,652.080271967897,85.3061365586992,3.33943089430894,4,6,211.930872878632,11567.81152,-13.2584493385717,-76.0888844610973
Peru,Lima,BELLAVISTA,1,0.2198,1.6993,,454.86,454.86,1.03823525175641,167.136549929868,22307.3248394796,83.6630363346146,3.02962085308056,6,5,4.58307892750818,16650.17808,-12.0600062847638,-77.1099033266798
Mexico,Oaxaca de Juarez,San AgustAn Yatareni,26,4.0648,1.9564,96.911,3.6631,35.0857,1.01582697486121,5.75199865127683,1307.7080575403,152.943512056854,3.04545454545454,4,2,6.43254670996605,6052.710392,17.0806958258675,-96.6794603680369
Mexico,Poza Rica de Hidalgo,Papantla,593,0.4073,3.0826,155.0991,3.3086,219.4238,1.09426229987962,3.18057981709448,897.252196446695,157.755604270015,2.67596600929934,1,2,1463.88402987897,7228.940907,20.4109001404997,-97.2863270928078
Mexico,La Piedad,P2njamo,569,0.3646,2.7736,301.5673,2.522,129.7426,1.07210296580465,0.920955825003235,367.480669704704,230.911203488033,2.80773542600896,1,6,1569.02205379386,4878.530431,20.4016179681264,-101.815845236514
Brasil,Sorocaba,ARA2OIABA DA SERRA,289,1.1322,3.2253,80.6528,4.8587,89.7641,1.08831219378247,6.08347063147642,2484.58259980669,236.037139308908,2.58462989156058,5,2,256.596948446376,2034.407388,-23.543875506693,-47.6515055623897
Peru,Iquitos,PUNCHANA,31,0.0193,3.0396,67.5541,1.1688,394.974,1.07503850156786,0.293740074708955,72.461996609329,140.035762846666,2.66718995290423,4,6,1613.67154437354,17958.88678,-3.53867544045914,-73.4544452989317
Mexico,Mexico City,Tego del Aire,17,0.4478,2.4915,166.5834,2.6617,61.9588,1.02482653949921,1.54619968336024,483.600517045388,160.463162697411,3.06578947368421,5,6,38.1580727476153,6707.750797,19.1516371514981,-98.870150608273
Brasil,Belo Horizonte,S1O JOAQUIM DE BICAS,121,1.6912,4.3534,91.2492,12.1936,185.8028,1.06344540802614,19.9928169287029,5068.93182295068,147.965560406447,2.89553105049332,4,4,71.9258324191182,5587.928354,-20.0710426314681,-44.248940000742
Peru,Chimbote,CHIMBOTE,97,0.0671,5.151,124.8529,20.8488,1478.7437,1.03641347449292,2.14858856459637,392.091509505194,105.328159661354,3.19764359351988,1,6,1454.90860907902,10829.07531,-8.87768922490979,-78.4011906423558
Mexico,Tlaxcala,Yauhquemehcan,67,1.8218,3.2362,66.4511,35.8953,235.7428,1.06433314210639,24.0377324368506,6167.48364679925,154.222627107376,2.69911504424778,4,1,36.9835217334033,6002.357227,19.4022433400558,-98.1779119402109
Mexico,Acayucan,Acayucan,166,0.2534,2.7495,154.4371,6.4062,355.7281,1.07094288853888,1.63064718051021,580.774800500196,195.144907146153,3.02595419847328,5,6,659.247452697672,7181.788899,18.0366793008497,-95.0326113593044
Mexico,Tianguistenco,Atizapmn,29,3.3986,3.1959,67.9504,11.5624,80.903,1.03113902205798,18.4126196651442,5992.13809906436,198.528816843617,3.13793103448275,4,4,8.58107118234237,9025.830258,19.1755455578039,-99.4999751583238
Mexico,Rio Verde,Ciudad Fern,90,0.1736,3.1788,281.6036,2.2831,130.0164,1.05680888906735,0.900217665325025,395.532992962066,257.583500141924,2.89575971731448,5,6,520.985110673946,4773.72359,22.0158086271966,-100.211582650127
Mexico,Puebla de Zaragoza,Atlixco,276,0.942,5.0031,125.8064,51.3437,619.7127,1.05509249472697,9.91955337675906,2522.21130335767,140.172623531573,2.8376,1,4,294.771335859814,5211.21945,18.8990699142228,-98.4522921952224
Mexico,Veracruz,Alvarado,307,0.3715,3.2659,116.1692,1.4694,98.4344,1.07526029609407,1.40975826318471,454.263343095315,184.040455345835,2.81125600549073,5,6,831.348203877447,4113.899426,18.7999500467963,-95.850336179669
Mexico,Celaya,Apaseo el Grande,284,0.6757,2.722,155.6112,4.9523,99.0668,1.05615822985718,4.75690221179349,1312.59338482458,159.697185284076,2.61268656716417,5,2,422.543897374373,4016.515552,20.5755118680357,-100.621735757533
Mexico,Puebla de Zaragoza,Xicohtzinco,7,0.9564,2.9108,62.4255,100.7529,266.1002,1.0191054438169,23.6459773377075,5739.88783876531,142.693330386936,2.72767857142857,4,1,7.35854549443923,4298.653964,19.1711866813759,-98.2413379882239
Mexico,San Francisco del Rincon,Pur,192,0.661,2.8326,88.2357,8.582,182.4968,1.05644936527807,2.01271245600692,544.496362750196,157.184624624558,2.86288088642659,5,6,292.14307202458,5007.321502,20.9275156670775,-101.928563060399
Brasil,Goiania,HIDROL5NDIA,158,0.1675,2.141,207.5808,0.4353,109.7646,1.13355057741762,1.48972366902448,543.96589545047,218.223050882646,3.11776315789473,5,6,949.169318713939,4766.447544,-17.0131739393864,-49.266048628903
Mexico,Toluca,Temoaya,201,1.0691,3.2165,98.2107,1.4179,36.3343,1.07857641688958,2.19999401465199,1088.28785615965,298.240434692122,2.75968992248062,5,3,189.091423535443,12403.09127,19.4849595981451,-99.602469464995
Brasil,Belo Horizonte,IGARAP1,154,1.3967,3.273,77.4276,20.4806,264.2459,1.06443933449891,17.3688058998439,4694.5671887951,156.106511036692,2.83263422818791,4,4,110.830877557178,4190.158563,-20.0587842477387,-44.321305766794
Brasil,Natal,S4O JOS,116,0.3997,3.3509,144.9343,3.3525,177.773,1.06280338661135,3.93849419559774,1301.54803031639,200.299722866488,2.93261868300153,5,2,292.243670509031,7489.448007,-6.0640267958798,-35.2895747518604
Peru,Arequipa,CERRO COLORADO,65,0.3715,6.7421,62.1713,456.5843,2719.4064,1.04655026164525,24.4808310557468,4101.56843940431,96.6908183624967,3.16357894736842,2,1,175.933569828256,4313.941733,-16.3044653071916,-71.5765993130585
Peru,Huancayo,CHILCA,19,0.7077,4.1266,61.1539,151.2103,620.4406,1.04498180001198,37.2458811536851,5750.7506273704,87.7052724197318,2.97124075595727,4,1,27.009697954225,12615.16124,-12.0790510495901,-75.1831548156573
Mexico,Cuautla,Ayala,174,0.4619,3.1621,97.1254,2.5249,88.4031,1.09907825545578,1.12638891275852,468.900774440862,241.186486086304,2.853889943074,5,6,379.087538205857,7240.671035,18.7172461331949,-98.9779840230352
Mexico,Tlaxcala,San Damicn TexTloc,6,0.5893,2.9962,70.0518,10.1327,96.6453,1.05101860319105,12.4739754384033,2540.38879062798,125.326219100531,2.68125,5,4,10.2613637995413,4717.069515,19.2861813456262,-98.2985025712765
Peru,Lima,SAN BARTOLO,10,0.1865,4.0799,69.0656,1.1831,68.4966,1.05513221016913,5.91146371763525,825.68566094848,88.5813739588185,2.98533724340175,5,2,53.9629464439322,7098.585466,-12.3693726986502,-76.7241360993875
Mexico,Mexico City,Temascalapa,76,0.4618,3.2962,158.2229,3.1044,74.9757,1.0931900099249101,1.00321498787162,597.538765191149,346.924763974721,2.69124423963133,5,3,165.468022315115,5049.010976,19.8191207409945,-98.8810687211891
Mexico,Minatitlan,Oteapan,61,2.7324,3.7195,76.0233,6.3356,82.1079,1.06857999384592,4.67680802290726,2042.72838472771,266.637932282321,2.83739837398374,4,2,22.4512102027075,8397.190294,17.9887964707256,-94.6736242827658
Mexico,Piedras Negras,Nava,278,0.3063,3.2458,123.7772,2.3371,188.0077,1.02015993316901,1.41451426406189,369.809371176557,141.238487776016,3.39618644067796,5,6,911.26687991009,2405.33929,28.4964382362979,-100.620488944524
El Salvador,San Salvador,NUEVO CUSCATLAN,27,3.1159,2.184,89.5245,0.6119,8.8189,1.12924286388781,24.0733684507233,4295.84050075507,105.560691607556,2.83794466403162,4,4,8.72333260839076,13037.25882,13.643090176206,-89.2657457195453
Mexico,Tula de Allende,Tlaxcoapan,51,1.2052,3.2425,170.4736,13.4133,124.103,1.06655577845248,5.85439090740749,1587.2942065624,164.661172620129,2.88275862068965,5,2,42.5321786566973,5469.194106,20.0971224115127,-99.2370492939622
Mexico,Pachuca de Soto,San Agust,173,0.5822,2.4051,186.5672,0.5054,23.8813,1.09699473111897,0.833066737758411,501.069665449173,363.51341958439,2.7799352750809,5,3,298.895621099938,5147.178093,20.0955747721038,-98.9400355833988
Mexico,Mexico City,Nextlalpan,104,1.9011,2.924,76.0459,15.0781,122.5442,1.02549320815399,11.2039174336161,2371.09768836088,120.04122933752,2.72839506172839,4,4,54.9807693291062,5213.709498,19.7299417643523,-99.0745243875242
Mexico,Puebla de Zaragoza,Corogo,121,3.2939,4.5969,68.3861,75.7417,273.3156,1.02566705251503,13.3480831745737,4805.05870297277,217.488628273056,2.73633440514469,4,4,36.9341420451361,3654.259865,19.1352347448517,-98.2917454605362
Mexico,Merida,Conkal,72,1.1374,2.7914,107.7313,0.4165,20.7174,1.06472028668407,5.26263368888609,2156.994712268,233.117808200727,2.83333333333333,5,2,63.6563401149257,7112.211221,21.082113925079,-89.513770244487
Mexico,Queretaro,Huimilpan,221,0.5697,2.8,222.971,1.1169,44.1033,1.12438053979133,0.866424086698323,482.449980854666,326.184006921639,2.64785553047404,5,3,390.109191548464,3619.355889,20.4038437614755,-100.314212873782
Mexico,Torreon,Matamoros,353,0.4381,3.5783,122.708,8.1383,324.6765,1.05821306302819,2.15947357466165,607.713518015943,159.093686727796,3.05807086614173,1,6,809.456536310651,5340.02743,25.5598248520734,-103.21506369329
Mexico,Tlaxcala,La Magdalena Tlaltelulco,55,4.654,5.8488,64.2022,52.1522,192.0928,1.01810740530245,18.5231567383706,6269.21740981643,213.964521194039,2.94422310756972,4,4,11.8770252342717,5709.833255,19.2780566730047,-98.1914075135516
Brasil,Mogi Guacu,ESTIVA GERBI,33,0.4447,3.0092,97.0671,3.0575,114.0229,1.0584464202149,3.79534627622277,976.609579042412,158.306292446988,3.01602564102564,5,2,74.5650012945982,5197.246093,-22.2360522814865,-46.9430459374056
Mexico,Mexico City,Villa del Carb,85,0.2803,3.4454,128.0215,0.6813,69.066,1.23969495056337,0.754158974269799,609.642202866734,481.673386913359,2.65529010238907,5,3,304.975486398863,14367.89678,19.7210614155951,-99.4784326291536
Mexico,Puebla de Zaragoza,San Miguel Xoxtla,11,1.3216,2.8684,61.4126,81.521,253.6697,1.02844157262467,9.4459034199938,2901.06131634842,195.667552822012,3.11764705882352,4,4,8.36341390414638,3903.469418,19.172663754394,-98.3064453012052
Mexico,Zacatecas,Morelos,115,0.6359,3.201,87.682,1.0284,63.6457,1.04578547374839,1.85399521420307,605.295072499702,188.397694346668,2.87591240875912,5,6,181.769616997019,4315.778667,22.8524626785874,-102.672881640837
Brasil,Porto Velho,CANDEIAS DO JAMARI,147,0.0215,2.4853,239.8301,0.2082,240.5369,1.05342404121208,0.0821743994325547,112.695804966828,750.701188924983,3.10313901345291,5,3,6887.7899188609,3554.9816,-8.88699388957327,-63.3256206265396
Mexico,Tijuana,Playas de Rosarito,199,0.3982,5.5191,79.9346,78.0245,1411.8303,1.07001364710024,6.99734376935903,1780.66162490948,144.643456168648,3.00145701796988,1,2,501.190182388487,3306.320497,32.2529419367848,-116.890739800036
Mexico,Tehuacan,Santiago Miahuatlun,52,0.5539,3.3767,128.3591,12.6433,249.4987,1.00843169275373,2.97349909027018,838.57780319848,147.848554515115,2.94262295081967,5,6,94.5014582044035,4284.272922,18.5554577564485,-97.4248659657437
Mexico,Puebla de Zaragoza,San Pablo del Monte,35,0.5938,2.7869,60.5858,112.8214,719.1841,1.04004599786084,7.9675538701969,2459.47836393886,178.335555956694,3.08971962616822,4,2,59.2402646646096,7644.864058,19.1561174103564,-98.1403641042048
Peru,Tarapoto,MORALES,27,0.533,3.5223,66.814,20.5886,309.434,1.07906003436564,6.86318844822334,1353.90239940935,116.236636231725,3.21932114882506,4,2,50.9967054876081,7727.043465,-6.50806366409703,-76.4170101107269
Mexico,Merida,Uc0,22,0.1682,1.6928,126.1925,0.0066,2.7811,1.08759712038389,1.62787617577042,548.539061808812,193.32638656649,3.04858299595141,5,6,131.45963015198,11124.03101,21.0629572635,-89.779886638248
Mexico,Tuxtla Gutierrez,Berriozdbal,164,0.4664,2.7022,108.6758,4.8192,235.0469,1.08458259690799,2.50886923663487,645.473272643996,140.764999670874,3.15591915303176,5,6,353.944313650666,5953.391594,16.8666066875024,-93.31907484517
