L1,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY,URBAN_PROF,TRANS_PROF
Yopal,Colombia,191,0.0769,4.7226,788.8295,2.9607,162.403,1.12799368,1.219931046,383.3319892,180.189941,3.070479492,5.349999932,-72.38333121,0.0,1486.6294,123368.0,77.54384274,76.11861898,7.753082132,7.60143811,0,0,2,2
Popayan,Colombia,170,0.35200000000000004,38.9243,954.2424,4.251,78.6953,1.1183877290000002,5.552003182000001,1068.536629,112.4834592,3.0032520330000003,2.420001028,-76.60400372,31.4,1969.739,265839.0,81.48194992,77.69209136,11.92700209,12.04281654,0,0,1,1
Valledupar,Colombia,211,0.05,15.7304,2271.5563,4.6306,116.7267,1.052409441,1.310833558,283.7315798,121.71012579999999,3.279589472,10.4833,-73.25,35.5,2923.4683,403444.0,78.22779935,77.37991382,9.875335064,8.820519381,0,0,2,2
Quibdo,Colombia,76,0.0211,1.7317,709.8233,4.3536,370.1319,1.075058714,0.116658317,25.37788418,118.58188510000001,2.585690516,5.699999753999999,-76.63333116,49.2,878.8488,114524.0,71.60618679,69.09525231,13.48609794,8.96348211,0,0,2,2
Monteria,Colombia,258,0.0833,11.878,1522.7614,4.1865,117.5562,1.067156415,1.520555585,347.8095513,130.2404888,3.164830991,8.748056,-75.881389,31.0,2416.041,409542.0,78.87252177,76.77621203,6.280949704,7.049184761,0,0,2,2
Bogota,Colombia,1728,0.5665,3456.4248,25413.8532,6.2521,65.4451,1.066487235,21.19131231,3306.944857,91.15625116,2.898188161,4.630220967,-74.08051163,0.0,41486.1696,8546797.0,87.03828184,85.12493664,6.608494685,6.345364023999999,1,0,4,3
Neiva,Colombia,212,0.1035,30.5667,2073.6957,6.3797,103.2299,1.054238548,3.152132336,452.4669655,83.35714738,3.2822994569999997,2.928995997,-75.28400064,0.0,3017.8836,360268.0,78.74539890000001,78.39704880000001,9.428987617999999,6.132461161,0,0,1,2
Riohacha,Colombia,135,0.0439,5.4001,1060.4336,3.1857,162.7007,1.036164563,0.857766865,205.1083613,132.44511210000002,3.279125384,11.55200394,-72.89800164,45.5,1567.7145,213091.0,80.00320847,78.80877075,9.448468417,9.396682746,0,0,2,2
Santa Marta,Colombia,298,0.0687,11.7568,1159.9342,3.8258,89.5415,1.097076559,1.6459807690000001,315.5962908,108.3386419,3.05330772,11.25000007,-74.18099661,0.0,4397.3178,578682.0,78.8076412,79.00104075,12.03329628,10.51873411,0,0,2,2
Villavicencio,Colombia,564,0.4297,26.7392,978.3313,3.5668,92.5683,1.064004967,4.011460177,738.2844707,106.63638770000001,2.8841972589999996,4.149998972,-73.63999759999999,19.8,3587.6604,431521.0,78.73335087,78.29810149,7.1714885289999994,6.330035177,0,0,1,1
Pasto,Colombia,131,0.1093,18.5459,1251.6818,4.7682,85.6006,1.12920471,3.383602638,594.9694556,103.3215749,2.943820225,1.213611,-77.281111,23.0,1775.967,411697.0,80.77271231,75.89394388,10.007570900000001,9.342010864,0,0,2,4
Cucuta,Colombia,349,0.2581,152.2782,2988.3182,5.7438,76.2035,1.090589598,6.973410694,1681.665019,133.9226481,3.053486918,7.891002001,-72.50300058,0.0,6890.9352,768841.0,71.00865578,70.83417022,4.232816936,3.405624157,0,0,1,1
Armenia,Colombia,240,0.7134,69.6579,1108.8109,6.065,70.4033,1.097033888,12.10537034,1866.792538,89.231325,2.807509881,4.5309959719999995,-75.69800071,0.0,2113.464,364538.0,75.49170536,76.13929493,9.232176697,8.574660633999999,0,0,1,3
Pereira,Colombia,483,0.3951,49.4,1675.6370000000002,7.1907,74.7879,1.205512034,5.011485728,1238.174835,141.5748633,2.887934505,4.813333,-75.696111,0.0,3604.2426,717354.0,75.95013682,74.29412931,5.163405922,4.69199964,1,0,1,4
Barrancabermeja,Colombia,253,0.2044,23.5927,1214.9160000000002,4.2298,82.7828,1.094416228,1.766244079,448.7925023,144.0740714,2.9309433960000004,7.050000223,-73.86666861,0.0,2403.0952,191498.0,78.31888259,74.11394959,12.92950198,9.801516015,0,0,2,2
Bucaramanga,Colombia,494,0.4015,110.6311,2366.534,6.2084,77.1284,1.2311503990000001,7.74818278,2089.20616,153.9850004,2.790433557,7.125278,-73.119722,0.0,5751.889,1074918.0,79.92458103,79.02728208,6.515279232,5.605998746,1,0,1,4
Sincelejo,Colombia,75,0.2673,91.7758,1499.6104,4.8163,71.6308,1.0497637979999999,13.89746369,2190.756293,90.41088617,3.03295731,9.306999005,-75.39200057,32.4,1716.93,256255.0,73.44278707,72.4786797,10.22046697,9.47040977,0,0,1,3
Ibague,Colombia,233,0.1693,32.0864,1503.7798,4.9658,88.5637,1.185139118,5.813890641,1112.821379,126.7969396,2.645108696,4.440996029,-75.24399562,17.3,2936.8718,526527.0,80.96694623,80.97586676,8.147147061,8.40483545,0,0,1,4
Buenaventura,Colombia,215,0.0316,2.2883,969.6271,4.9579,133.5332,1.143081644,0.202666154,59.1681066,155.429916,2.643363728,3.88333317,-77.06666553,0.0,1606.6735,362764.0,70.52555502,68.18924324,10.52537559,9.012909951000001,0,0,2,4
Cali,Colombia,818,0.503,843.2658,9347.5104,6.0494,70.3641,1.068930197,14.26244211,2377.743772,97.94075564,3.119293425,3.456999081,-76.52199564,0.0,14670.6664,2532281.0,83.37874709999998,79.68185281,6.848501867,6.082346919,1,0,3,3
Cartago,Colombia,60,0.24600000000000002,22.6662,656.3637,4.5997,69.7236,1.056261732,3.106445256,705.4607574,128.7552239,3.06370876,4.733171178,-75.91626969,0.0,842.22,128544.0,70.81297849,69.62891763,7.571292184,6.48826054,0,0,2,1
Palmira,Colombia,479,0.4755,22.5606,867.6149,3.4606,97.3564,1.09107555,3.927971711,996.3412825999999,148.5297509,3.055854643,3.5333333469999997,-76.2833327,0.0,2619.2678,294570.0,79.97669484,77.44375009,6.099017176,6.158220025,0,0,1,1
Tulua,Colombia,90,0.1007,12.2811,898.9425,4.0963,95.6792,1.188862749,2.846900256,618.6733697000001,125.7440199,3.190424766,4.089525,-76.19611,0.0,1221.03,199264.0,73.54559748,73.06747947,7.523384455,5.958391365,0,0,2,4
Duitama,Colombia,141,0.228,8.9123,488.0915,3.514,81.1055,1.158627067,4.032570028,1043.5259640000002,144.49917480000002,2.684132182,5.833333543999999,-73.03333267,0.0,1129.0434,139736.0,84.79308166,81.52671264,5.808062532,3.492133107,0,0,2,4
Girardot,Colombia,277,0.7801,11.6727,293.0015,3.3583,81.2694,1.077913704,8.082982003,1448.414372,102.8641603,2.8800801369999998,4.300000149,-74.81666551,0.0,1414.6113,139155.0,77.85226206,74.62333249999999,5.7150255229999996,3.87168828,0,0,1,1
Fusagasuga,Colombia,176,0.9009999999999999,32.944,584.2883,4.0222,78.1291,1.075331709,6.46837326,1352.293786,120.71148529999999,2.8774445889999996,4.342222252,-74.36166369,0.0,1101.4256,121535.0,76.84940078,76.75654084,5.66416956,5.248812398,0,0,1,1
Buga,Colombia,106,0.1272,6.9915,629.101,3.5824,116.9436,1.047766227,1.936023015,311.8421597,91.88039879,3.1712062260000002,3.9000001419999997,-76.30000302,0.0,926.1008,116101.0,79.62578792,78.42594424,6.735900172000001,5.973931932999999,0,0,2,2
Sogamoso,Colombia,161,0.6125,25.7836,469.4545,4.027,73.145,1.15403065,7.150776317999999,1780.168923,141.0628763,2.864610111,5.716666727000001,-72.93333429,0.0,1443.6065,131355.0,84.10785539,79.47068612,8.667000931,8.874801902,0,0,1,4
Chimbote,Peru,126,0.068,21.1708,1209.5544,4.746,101.8275,1.033207354,3.5028065539999997,564.325948,136.0109317,3.1547720189999997,-8.930097026,-78.45314361,21.05,3243.6936,364471.0,65.39274578,61.18901104,5.4726485270000005,4.2229692619999994,0,0,2,1
Huaraz,Peru,102,0.1328,8.6925,624.4821,4.2534,82.7493,1.379159135,1.967395651,574.9292218999999,200.1302995,2.961733258,-9.533333721,-77.53333269,15.79,1069.2048,128041.0,63.80948893,54.93601463,6.970147705,6.074900765,0,0,2,4
Arequipa,Peru,370,0.1209,216.957,7040.5389,8.8506,73.3826,1.075882711,7.539656472999999,1185.795743,127.4543271,3.03980516,-16.39800007,-71.52299957,17.91,9430.19,869967.0,73.05743581,68.39492527,6.186176392999999,5.782432367,0,0,3,1
Ayacucho,Peru,81,0.2588,76.2951,1381.4948,4.2411,91.0826,1.156810186,15.37857116,2685.016795,100.0629669,3.088310737,-13.17300306,-74.22100163,45.08,1728.54,187591.0,63.30465656,55.323324,5.042478183,4.75192455,0,0,1,3
Cajamarca,Peru,255,0.3583,30.3387,1014.398,4.3368,91.8117,1.264160896,3.5233786819999997,1296.8725259999999,423.52984630000003,3.0448740080000003,-7.162001931,-78.51099570000001,31.31,2128.689,261147.0,57.55494114,46.62155347,5.510320015,4.3344721680000005,0,0,1,4
Cusco,Peru,91,0.2758,291.8953,2912.281,5.8759,68.7531,1.147425022,14.68189109,3045.423886,119.8133473,2.876902035,-13.52600105,-71.98700367,23.97,3307.3222,400582.0,71.63505907,66.28528100000001,3.670273248,3.763090427,0,0,3,3
Huanuco,Peru,45,0.0504,11.6844,918.8031,5.306,96.81,1.2171901379999999,2.509636881,570.2112437999999,94.63441888,2.9354473389999995,-9.925001995,-76.23099858,37.67,1135.17,207545.0,57.10147269,51.85136925,5.740201719,5.939086294,0,0,2,4
Chincha Alta,Peru,146,0.1367,20.7546,1048.0982,4.6401,100.9138,1.045727983,2.938490905,718.461563,316.8788658,2.966892809,-13.44999966,-76.1333312,9.31,2114.9122,184360.0,65.7159582,58.77878215,3.88691796,4.176454194,0,0,2,2
Ica,Peru,342,0.0825,6.3407,862.2660000000001,4.5586,102.8035,1.0490815409999998,1.4956965519999998,299.0562128,166.0296269,3.0061945660000005,-14.06400299,-75.7439997,9.73,3047.1174,308729.0,69.94988665,67.72287825,3.707467077,4.521310231,0,0,2,2
Pisco,Peru,78,0.175,9.2815,321.2368,3.0461,91.631,1.041860871,6.014898701,946.600343,96.34528857,3.161042432,-13.69999974,-76.21666711,11.19,1288.17,105376.0,66.18901117,62.18501571,6.005994755,6.872476447,0,0,2,1
Huancayo,Peru,274,0.4025,210.4155,3002.1806,8.2274,66.8281,1.076177525,9.990216712999999,1939.4660559999998,137.06991509999997,3.056431113,-12.07500293,-75.21100166,27.16,4771.71,456029.0,67.13131355,60.44687437,5.131252583999999,4.504007804,0,0,3,1
Chiclayo,Peru,294,0.502,159.3013,2045.5677,3.6412,81.0309,1.022665543,13.94456802,2074.173498,135.81731499999998,3.213165426,-6.762996005,-79.8370017,22.51,4560.8514,679021.0,64.17199966,60.05179723,5.118985443,5.1559949210000005,0,0,1,3
Lima,Peru,805,0.26899999999999996,8493.0262,43874.5237,11.6628,63.2496,1.042087235,38.56378328,5619.943025,92.79641051,3.053393495,-12.08199594,-77.0450036,17.38,57928.0415,9177654.0,73.66953794,69.35882222,3.5532136339999996,3.748788926,1,1,4,3
Trujillo,Peru,340,0.2745,301.6178,4641.5947,4.765,77.9421,1.025452858,11.04791826,1778.9082170000001,138.68237290000002,3.243549701,-8.111667,-79.028056,21.67,8048.684,877596.0,65.40547471,61.76308875,4.078262038,3.871263315,0,0,3,1
Iquitos,Peru,314,0.0539,13.9256,2499.4012,5.1007,64.2045,1.046897336,0.5335792189999999,127.87082009999999,133.10214779999998,2.739878788,-3.7529999960000002,-73.19099658,30.22,3244.9388,447467.0,61.95567047,56.70732028,6.427647543,5.21370056,0,0,1,2
Piura,Peru,311,0.0886,29.5821,2472.7255,6.2837,93.6018,1.039365807,2.362182995,441.9103751,156.6370885,3.099337029,-5.1939989330000005,-80.62499666,23.49,4198.6866,482925.0,63.80622837,59.593663,5.939704699,5.0403707419999995,0,0,1,2
Sullana,Peru,195,0.0738,4.9808,702.2643,3.5365,129.5255,1.0574977620000001,1.300726007,313.22105939999994,175.6515801,3.1808538160000004,-4.88583778,-80.68310076,31.03,1873.3455,246449.0,55.44756746,52.80205424,5.324957127,5.402555776,0,0,2,2
Juliaca,Peru,173,0.2132,86.6421,2377.5655,5.3381,73.5545,1.0211198590000001,5.559990122,1202.688089,121.086019,3.2367111289999997,-15.49999988,-70.1333312,40.93,2956.9506,255347.0,65.0765942,54.43427553,7.542216678,6.467792337000001,0,0,1,1
Puno,Peru,31,0.0674,18.4939,774.6274,4.3675,70.5257,1.073840085,3.403889157,662.9700937999999,123.16289640000002,3.060724234,-15.83333294,-70.03333272,36.1,1098.361,134578.0,72.52585439,65.15580273,6.461126005,5.974630021,0,0,2,1
Tarapoto,Peru,132,0.3076,39.2888,1115.615,4.3702,73.6017,1.067377545,4.24540083,942.194597,240.56662340000003,3.178484108,-6.501388891,-76.36555465,16.75,1511.0964,134476.0,63.67302808,58.38894185,3.1486932480000003,3.0723949189999997,0,0,1,4
Tacna,Peru,164,0.0459,29.0779,2851.4368,5.8036,86.1345,1.026559185,2.435022074,422.6591577,103.0992447,3.207956989,-18.01800003,-70.25100264,13.61,3639.6848,281541.0,70.32476984,63.99816192,6.797119503999999,5.915639925,0,0,1,2
Tumbes,Peru,65,0.2323,27.901999999999997,659.2646,4.3266,70.8412,1.058170215,7.341304627,1202.621165,119.01409270000002,2.9756813419999997,-3.5666665139999996,-80.46666705,20.64,1184.4885,127656.0,60.67264574,57.83089345,5.120364346000001,5.124990782,0,0,1,1
Pucallpa,Peru,232,0.0179,10.9171,3423.9692,6.2795,62.7097,1.042044414,0.35766127700000006,81.93572703,127.91123429999999,3.1227807889999997,-8.387001005,-74.52700159999999,20.04,4131.7112,313623.0,60.72261414,56.09541875,3.840187285,3.9198720469999997,0,0,1,2
San Jose,Costa Rica,2888,0.9329999999999999,1941.2456,17494.4709,12.0148,65.3689,1.118498166,10.27256344,2442.524954,133.1389616,2.560694554,9.930474081,-84.0786206,0.0,34348.1392,2366969.0,87.16366189,85.32631699,3.482906694,3.210401891,0,0,4,3
San Miguel,El Salvador,419,0.6619,54.411,1439.5141,4.4692,71.3225,1.051203938,6.9074513820000005,1647.5517619999998,133.4120721,2.831219861,13.47299998,-88.17699568,25.15,2392.5738,239782.0,54.52588649,48.79861654,7.39212918,8.270495989,0,0,1,1
San Salvador,El Salvador,1094,1.2401,1144.9129,7158.0351,7.6973,64.1846,1.09353338,18.45978162,3662.4258670000004,111.9806267,2.582372613,13.70141095,-89.20023261,25.5,14110.958999999999,1870772.0,75.40659737,65.68459489,8.679132908,11.57681598,1,1,3,3
Santa Ana,El Salvador,297,0.7289,34.2571,739.0007,3.9441,72.0505,1.075973077,10.70335012,2388.356913,122.36785139999999,2.661456601,13.994167000000001,-89.559722,43.83,1888.8309,262958.0,60.638943299999994,54.66145239,10.79389103,6.418183617,0,0,1,3
Escuintla,Guatemala,217,0.3971,13.4988,493.5495,4.129,122.9231,1.107400343,3.457138332,1136.739608,187.8585842,2.661239079,14.30000022,-90.78333268,29.92,1494.4573,155824.9016,54.5598105,44.52549169,1.5678571430000001,0.910018711,0,0,2,4
Guatemala City,Guatemala,1516,0.8478,1215.3738,9016.5157,8.7715,67.5458,1.127988431,24.02746385,4599.832162,108.85395020000001,2.6549869,14.61800707,-90.52489769,13.4,24104.4,3158405.396,70.14586514,60.36551510000001,1.25469373,0.843522843,1,0,3,3
Quetzaltenango,Guatemala,512,2.5023,321.4902,1674.8124,6.3995,64.9414,1.080909795,20.42188837,4075.938398,113.1165517,2.743841452,14.83329601,-91.50000271,31.65,3927.7056,274430.4133,61.41083251,49.28965365,0.574037245,0.488928588,0,0,3,3
Aguascalientes,Mexico,1260,0.6915,590.3445,7253.0806,7.7808,70.5475,1.045635979,12.78373825,2262.5198570000002,103.2143361,2.9842373319999997,21.88333317,-102.3000031,40.88,14831.333999999999,930969.0,84.15476511,82.25272278,6.345554401,2.2402317480000002,0,0,3,3
Ensenada,Mexico,1481,0.0282,3.8853,1850.5986,5.4621,137.7095,1.110460016,0.289294418,110.13379170000002,238.44844980000002,2.7835529660000002,31.86666679,-116.6166686,40.1,11021.4539,460793.0,75.44728966,75.58128685,2.797311112,2.682809383,0,0,2,2
Mexicali,Mexico,1847,0.11800000000000001,133.186,8924.9875,6.4902,100.056,1.037703222,1.449255804,387.4133618,150.6809659,3.110549857,32.65499695,-115.4670027,36.9,23360.1172,932001.0,83.88811517,82.75887912,5.9939331860000005,3.143878187,0,0,3,2
Tijuana,Mexico,1410,0.3188,312.3605,5301.6832,6.4541,74.2544,1.070552865,7.7443392310000005,1668.189368,121.02515459999998,2.8128358280000003,32.5333328,-117.01667009999998,37.82,26055.813,1730591.0,86.86597496,84.35752319,7.2514366610000005,2.9863183460000005,0,0,3,1
La Paz,Mexico,713,0.045,6.8145,1609.0933,4.6134,121.9711,1.1016551540000001,0.386008006,196.2856614,284.6329316,3.095244814,24.142641,-110.312753,31.0,6707.2623,249303.0,87.33304061,87.75510204,5.4490824589999995,1.7076454330000002,0,0,2,2
Campeche,Mexico,380,0.1172,31.0277,2326.5231,4.2395,138.1372,1.060990442,1.340446415,361.9230459,157.04300690000002,3.034294936,19.830125,-90.534909,42.2,4325.388,256742.0,82.16553671,76.76238862,2.8105888,1.7841296530000001,0,0,2,2
Ciudad del Carmen,Mexico,520,0.0606,7.0104,1525.8864,3.3931,86.4694,1.0382127140000001,0.444569509,161.3251292,201.85135259999998,3.067690937,18.63333324,-91.83333582,41.6,3939.1040000000003,220687.0,79.81498892,76.31654434,5.367262005,2.330030225,0,0,2,2
Chihuahua,Mexico,1097,0.0606,108.7943,11117.1925,7.6073,97.0297,1.054367769,1.6370537019999998,396.7498442,137.39440249999998,3.1154200739999998,28.630997999999998,-106.07399960000001,41.14,17707.1158,847021.0,87.21094081,88.84752121,5.220918074,3.5110375719999998,1,0,3,2
Juarez,Mexico,728,0.2052,986.6823,14727.7035,7.218999999999999,63.9459,1.04081424,9.704975585,1768.0861940000002,103.78799029999999,3.120302109,31.691802000000003,-106.424224,52.9,23765.4144,1328246.0,84.97101301,82.35647568,7.431613181,3.6080703460000003,0,0,3,1
Cuauhtemoc,Mexico,1456,0.4035,18.0495,1060.0172,4.4041,97.6297,1.0307121540000002,1.720371044,606.6456483,190.99748369999998,3.14531784,28.41666602,-106.8666686,48.7,6144.4656,154424.0,76.85516195,79.99853344,4.006628973,1.916191821,0,0,3,2
Delicias,Mexico,394,0.7388,97.6433,1589.6038,5.4259,85.0013,1.019686104,8.691526417999999,1852.3558670000002,119.7427666,3.2302452319999997,28.18698,-105.461623,40.4,3275.913,137339.0,80.57320304,82.64265344,3.114024171,1.6484534169999998,0,0,1,1
Hidalgo del Parral,Mexico,146,0.0759,6.8246,772.4071,3.6029,114.3921,1.060989414,1.48614576,266.03345490000004,102.6690264,3.026650515,26.93333239,-105.66666399999998,57.7,1699.1042,106664.0,80.44028906,81.97962915,6.015633443,2.9572338489999996,0,0,2,2
San Cristobal de las Casas,Mexico,61,0.1548,103.5967,1940.8935,4.6135,70.0659,1.096544709,3.922886515,962.3284656999999,141.07215280000003,2.9376693769999997,16.739279999999997,-92.640196,71.1,2103.2983,186358.0,75.86929978,65.72126301,3.4369812000000004,1.0326839140000001,0,0,1,1
Tapachula,Mexico,570,0.5814,83.2637,1960.3433,4.9981,89.0701,1.075960669,4.240971794,1107.907741,146.55048469999997,2.9640516389999996,14.8999996,-92.28333266,70.0,4164.021,319567.0,70.52180739,65.49888354,5.3560933230000005,2.709004375,0,0,1,1
Tuxtla Gutierrez,Mexico,537,0.3537,307.8654,5089.2649,5.2374,76.1722,1.064151773,9.393660826,1735.3575870000002,103.3809423,2.99654587,16.74399599,-93.10899569,56.26,9184.5795,683404.0,79.73045428,73.39112204,4.63870614,2.0030687680000003,0,0,3,1
Acuna,Mexico,153,0.0133,4.9543,2031.933,4.333,159.159,1.030261661,0.37578147,66.70526667,99.54328156,3.21902378,29.323529999999998,-100.95491700000001,39.4,2795.5854,135475.0,84.65095331,80.64187756,8.018208243,3.6350744510000004,0,0,2,2
Monclova,Mexico,414,0.0819,78.7544,4875.8378,5.3328,77.2902,1.020630333,1.224681764,277.724336,124.1265078,3.0810260589999996,26.899999600000005,-101.416664,40.5,8160.6438,316334.0,88.93891137,87.47787252,6.122139895,2.7469045530000002,0,0,1,2
Piedras Negras,Mexico,400,0.2895,81.4618,2386.956,6.1966,83.9412,1.02482847,4.100436846,850.0444626,113.1283324,3.183844862,28.70000078,-100.51667009999998,42.81,4715.92,178886.0,86.00143094,84.31719583,5.623971161,3.271046498,0,0,1,1
Saltillo,Mexico,1321,0.0943,83.296,6837.8052,5.3674,110.7286,1.053111111,1.580882561,351.0844376,127.79916580000001,3.027391355,25.41799805,-100.9940036,33.01,17064.2817,820838.0,86.57851889,84.71155288,6.34390939,3.5268191410000003,0,0,3,2
Torreon,Mexico,1531,0.3014,513.9294,10783.5189,8.4843,95.8987,1.0508972429999999,6.001207057,1168.8350710000002,111.1536112,3.070902051,25.548164,-103.410261,47.83,24205.2631,1214931.0,82.48199893,82.88583696,9.487180308,4.670863253,0,0,3,1
Colima,Mexico,462,0.20199999999999999,74.2834,2833.6599,5.8069,105.9324,1.072094345,4.245846865,966.2673617999999,126.31226950000001,3.180305633,19.25099995,-103.7349986,37.17,5996.991,330435.0,82.60809694,81.98830409,4.292843058,1.987372074,0,0,1,1
Manzanillo,Mexico,370,0.2739,41.2398,1504.5523,6.8944,85.5056,1.122030545,3.884653824,1060.974166,152.7900155,2.787990558,19.04999917,-104.3333358,34.6,3702.072,160438.0,81.88457551,78.59755808,4.2568837319999995,1.483228113,0,0,1,4
Tecoman,Mexico,288,0.2407,10.6846,546.2655,3.5048,257.0438,1.076288927,2.188319582,750.9029764,186.4078707,3.117042535,18.917716,-103.876372,48.24,2340.0,141869.0,59.54753723,61.92847442,3.154719918,0.852163922,0,0,2,2
Durango,Mexico,917,0.0988,59.9628,5674.5836,5.8276,97.4169,1.06801956,1.9316395259999999,416.8997152,121.94790159999998,3.0652173910000005,24.02900103,-104.6629976,50.8,9812.3585,579719.0,83.44431262,85.12895578,6.12576149,2.9767549439999996,0,0,3,2
Acapulco de Juarez,Mexico,777,0.2196,141.7411,4848.0032,9.1387,124.111,1.132452552,2.748513093,644.7286964,134.66366000000002,2.6739284309999998,16.97437804,-99.93149956,54.38,10345.9881,859676.0,77.51157436,71.15800889,6.5817559889999995,2.862763818,1,0,3,4
Chilpancingo,Mexico,142,0.0651,17.3904,1402.9838,4.7918,285.0644,1.1442091490000001,0.9864509909999999,210.5342247,124.39781640000001,2.8012048189999996,17.55199792,-99.50100259,51.1,2702.4304,239288.0,79.11622161,74.55927722,3.9267933530000003,0.6762764379999999,0,0,2,2
Iguala,Mexico,122,0.2138,45.9272,1265.7545,5.3194,81.1053,1.0442126440000001,2.624138346,571.3707657000001,120.298631,2.919164882,18.35216262,-99.53458315,51.2,2070.1814,139808.0,77.81614816,71.69741697,3.6726730169999997,0.905475974,0,0,1,2
Celaya,Mexico,1194,0.62,137.7682,1931.4992,4.2826,130.6037,1.055209028,6.705950323,1584.578496,137.5381744,2.865658191,20.52919,-100.814097,52.41,13736.97,770819.0,76.18485818,72.37070645,7.211314408,2.4044003519999997,0,0,3,1
Guanajuato,Mexico,232,0.2288,18.2717,833.7021,6.1226,164.50599999999997,1.226128754,1.476639805,465.8336879,187.9574199,2.75,21.01666642,-101.2499999,41.7,2222.3744,171474.0,78.4319593,77.86379019,6.462377215,3.7456516460000002,0,0,2,4
Irapuato,Mexico,576,0.6768,228.9814,2663.9759999999997,4.3168,121.49,1.052383906,7.375870911,1620.1323419999999,130.6733542,2.906511309,20.678939,-101.35639499999999,50.7,7315.0848,527744.0,77.16074132,74.13971963,6.674646912999999,3.0276609810000004,0,0,3,1
Leon,Mexico,1219,0.6927,966.6917,8843.9254,6.0012,83.7983,1.058255085,14.23436892,2670.312961,110.0403899,2.9928748560000002,21.125581,-101.682354,46.32,19236.1857,1604170.0,77.26691081,74.61741025,5.7557952189999995,2.484808855,1,0,3,3
Uriangato,Mexico,162,0.5868,64.3646,926.1594,4.898,90.9945,1.052211326,7.09176076,1682.4098940000001,135.83863200000002,2.849111203,20.14999956,-101.1833343,55.74,1918.7118,110797.0,68.75643048,64.39409564,7.942874927,2.16576656,0,0,1,1
Salamanca,Mexico,453,0.5994,90.7539,1503.9605,4.5008,166.9835,1.078118383,4.681181722,1175.147409,145.7036256,2.970460048,20.56666759,-101.1999968,54.2,4560.1245,258638.0,77.12937671,73.8904767,11.74934338,3.4748259239999997,0,0,3,1
San Francisco del Rincon,Mexico,482,0.6732,43.8745,900.7519,4.6603,118.2416,1.050053879,2.4775732999999995,726.1878374,166.0118458,3.0831702539999997,21.01666642,-101.8499984,48.95,3487.511,183266.0,66.28756907,62.94313187,2.2109722080000003,1.390897964,0,0,1,2
Pachuca de Soto,Mexico,695,0.5807,365.6688,3834.4054,5.8669,79.5974,1.066209439,8.630567591,1794.736507,122.4213361,2.857629317,20.12000396,-98.75500159,39.08,11412.6645,515075.0,88.16464006,85.59715769,5.115944957,2.244653294,1,0,3,1
Tula de Allende,Mexico,780,0.8254,32.8321,380.9414,4.5511,84.6266,1.072376207,3.590662829,1194.242203,190.77449330000002,2.778451493,20.04999919,-99.34999836,50.51,8144.838000000001,287441.0,79.93095638,75.14326382,6.5903724829999994,2.95673198,0,0,1,4
Tulancingo de Bravo,Mexico,550,0.8174,48.7382,740.6589,4.3343,100.2907,1.077651614,3.559123811,978.1093611,157.4870159,3.017556431,20.090139,-98.367713,59.72,4427.885,242261.0,74.92062916,72.29635411,6.019100482000001,2.8459613439999996,0,0,1,1
Guadalajara,Mexico,1698,0.6225,7523.6067,35955.305,9.3297,65.3383,1.053752998,29.17346167,4843.6107600000005,95.4344928,2.968585045,20.67399906,-103.3440026,37.28,57080.817,4410442.0,84.9695411,83.13676274,4.159555872,2.324197819,1,1,4,3
Ocotlan,Mexico,265,0.24600000000000002,15.8017,696.0001,3.4931,132.2837,1.040687521,3.069140066,782.8808119,142.8868997,2.9784623089999998,20.3500004,-102.76667009999998,50.31,2445.3935,141571.0,72.63177408,69.33451249,4.938131457,1.86637217,0,0,2,1
Puerto Vallarta,Mexico,595,0.4097,49.7009,1147.612,4.4465,74.8216,1.09544283,7.823679147000001,1684.354775,120.2205024,2.8743750439999998,20.61666683,-105.2499999,34.29,6289.269,377777.0,81.89344022,81.39828421,5.283180326,2.677796727,0,0,1,1
Mexico City,Mexico,4360,0.5542,28205.4912,118730.6625,11.5641,64.4758,1.049819715,23.71759324,4477.3736229999995,108.2791116,2.8979776680000002,19.42704908,-99.12757465,40.09,186875.704,20014450.0,88.84317901,84.59303778,5.6799676020000005,3.459741464,1,1,4,3
Tianguistenco,Mexico,243,0.8011,19.9921,307.9291,4.438,68.4505,1.063797242,6.278857601,2184.89366,203.03919,2.937611408,19.18333244,-99.44999685,55.4,1969.4664,155690.0,81.49161247,75.29574629,3.1038443680000003,1.7355793769999999,0,0,1,4
Toluca,Mexico,2573,1.067,1744.2546,13352.9013,9.7154,70.5754,1.062259367,10.53631744,2860.3881920000003,154.7327533,2.75741581,19.28300399,-99.66670171,50.14,31501.238999999998,2009038.0,84.76654417,77.86019634,5.875425502000001,3.3969081119999998,0,0,4,3
La Piedad,Mexico,793,0.4297,9.1176,352.5326,3.7206,224.8938,1.0658167790000002,2.183568426,603.1454123999999,159.2382927,2.9184816430000002,20.346419,-102.031827,60.87,4773.5428,247553.0,63.70937584,60.45812993,10.39484012,3.386495019,0,0,2,2
