L1,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,URBAN_PROF,URBAN_PROB,TRANS_PROF,TRANS_PROB,LAT,LONG
Cartagena,Colombia,301,0.3603,265.5649,3286.2795,5.783,242.2291,1.050187174,14.01156051,2252.164075,93.23566572,2.884019886,4,1.0000,3,0.9993,10.41399896,-75.53400259
Tunja,Colombia,46,0.1193,1.9526,116.3285,3.1275,122.9436,1.089282788,6.463122678,1343.267187,121.9503276,2.910356537,3,0.9995,2,0.9729,5.546996963,-73.36199664
Manizales,Colombia,128,0.1427,13.4633,699.2786,4.8246,97.1059,1.27222144,5.473375827,1170.713081,125.7711293,2.92503044,3,0.9463,4,1.0000,5.068889,-75.5175
Florencia,Colombia,112,0.0472,3.2418,768.0702,3.8357,185.0827,1.152320226,0.379390356,90.21700082,136.8526377,2.916820702,3,1.0000,1,0.8792,1.60599601,-75.61500271
Yopal,Colombia,191,0.0769,4.7226,788.8295,2.9607,162.403,1.12799368,1.219931046,383.3319892,180.189941,3.070479492,3,1.0000,1,0.9922,5.349999932,-72.38333121
Popayan,Colombia,170,0.352,38.9243,954.2424,4.251,78.6953,1.118387729,5.552003182,1068.536629,112.4834592,3.003252033,2,0.9996,2,0.6199,2.420001028,-76.60400372
Valledupar,Colombia,211,0.05,15.7304,2271.5563,4.6306,116.7267,1.052409441,1.310833558,283.7315798,121.7101258,3.279589472,3,0.9475,1,0.9960,10.4833,-73.25
Quibdo,Colombia,76,0.0211,1.7317,709.8233,4.3536,370.1319,1.075058714,0.116658317,25.37788418,118.5818851,2.585690516,3,1.0000,1,0.9287,5.699999754,-76.63333116
Monteria,Colombia,258,0.0833,11.878,1522.7614,4.1865,117.5562,1.067156415,1.520555585,347.8095513,130.2404888,3.164830991,3,0.9963,1,0.9925,8.748056,-75.881389
Bogota,Colombia,1728,0.5665,3456.4248,25413.8532,6.2521,65.4451,1.066487235,21.19131231,3306.944857,91.15625116,2.898188161,1,1.0000,3,1.0000,4.630220967,-74.08051163
Neiva,Colombia,212,0.1035,30.5667,2073.6957,6.3797,103.2299,1.054238548,3.152132336,452.4669655,83.35714738,3.282299457,2,0.9871,1,0.9526,2.928995997,-75.28400064
Riohacha,Colombia,135,0.0439,5.4001,1060.4336,3.1857,162.7007,1.036164563,0.857766865,205.1083613,132.4451121,3.279125384,3,1.0000,1,0.9974,11.55200394,-72.89800164
Santa Marta,Colombia,298,0.0687,11.7568,1159.9342,3.8258,89.5415,1.097076559,1.645980769,315.5962908,108.3386419,3.05330772,3,0.9676,1,0.9964,11.25000007,-74.18099661
Villavicencio,Colombia,564,0.4297,26.7392,978.3313,3.5668,92.5683,1.064004967,4.011460177,738.2844707,106.6363877,2.884197259,2,0.9978,2,0.9310,4.149998972,-73.6399976
Pasto,Colombia,131,0.1093,18.5459,1251.6818,4.7682,85.6006,1.12920471,3.383602638,594.9694556,103.3215749,2.943820225,3,0.8756,4,0.8267,1.213611,-77.281111
Cucuta,Colombia,349,0.2581,152.2782,2988.3182,5.7438,76.2035,1.090589598,6.973410694,1681.665019,133.9226481,3.053486918,2,0.9958,2,0.9834,7.891002001,-72.50300058
Armenia,Colombia,240,0.7134,69.6579,1108.8109,6.065,70.4033,1.097033888,12.10537034,1866.792538,89.231325,2.807509881,2,0.9985,3,0.9671,4.530995972,-75.69800071
Pereira,Colombia,483,0.3951,49.4,1675.637,7.1907,74.7879,1.205512034,5.011485728,1238.174835,141.5748633,2.887934505,2,0.9957,4,1.0000,4.813333,-75.696111
Barrancabermeja,Colombia,253,0.2044,23.5927,1214.916,4.2298,82.7828,1.094416228,1.766244079,448.7925023,144.0740714,2.930943396,3,0.5553,1,0.9840,7.050000223,-73.86666861
Bucaramanga,Colombia,494,0.4015,110.6311,2366.534,6.2084,77.1284,1.231150399,7.74818278,2089.20616,153.9850004,2.790433557,2,0.9980,4,1.0000,7.125278,-73.119722
Sincelejo,Colombia,75,0.2673,91.7758,1499.6104,4.8163,71.6308,1.049763798,13.89746369,2190.756293,90.41088617,3.03295731,2,0.9997,3,0.9985,9.306999005,-75.39200057
Ibague,Colombia,233,0.1693,32.0864,1503.7798,4.9658,88.5637,1.185139118,5.813890641,1112.821379,126.7969396,2.645108696,2,0.9379,4,1.0000,4.440996029,-75.24399562
Buenaventura,Colombia,215,0.0316,2.2883,969.6271,4.9579,133.5332,1.143081644,0.202666154,59.1681066,155.429916,2.643363728,3,0.9997,4,0.5753,3.88333317,-77.06666553
Cali,Colombia,818,0.503,843.2658,9347.5104,6.0494,70.3641,1.068930197,14.26244211,2377.743772,97.94075564,3.119293425,4,0.9999,3,0.9996,3.456999081,-76.52199564
Cartago,Colombia,60,0.246,22.6662,656.3637,4.5997,69.7236,1.056261732,3.106445256,705.4607574,128.7552239,3.06370876,3,0.5869,2,0.8872,4.733171178,-75.91626969
Palmira,Colombia,479,0.4755,22.5606,867.6149,3.4606,97.3564,1.09107555,3.927971711,996.3412826,148.5297509,3.055854643,2,0.9989,2,0.8927,3.533333347,-76.2833327
Tulua,Colombia,90,0.1007,12.2811,898.9425,4.0963,95.6792,1.188862749,2.846900256,618.6733697,125.7440199,3.190424766,3,0.9850,4,0.9956,4.089525,-76.19611
Duitama,Colombia,141,0.228,8.9123,488.0915,3.514,81.1055,1.158627067,4.032570028,1043.525964,144.4991748,2.684132182,3,0.9119,4,0.9999,5.833333544,-73.03333267
Girardot,Colombia,277,0.7801,11.6727,293.0015,3.3583,81.2694,1.077913704,8.082982003,1448.414372,102.8641603,2.880080137,2,0.9985,2,0.9510,4.300000149,-74.81666551
Fusagasuga,Colombia,176,0.901,32.944,584.2883,4.0222,78.1291,1.075331709,6.46837326,1352.293786,120.7114853,2.877444589,2,0.9981,2,0.9823,4.342222252,-74.36166369
Buga,Colombia,106,0.1272,6.9915,629.101,3.5824,116.9436,1.047766227,1.936023015,311.8421597,91.88039879,3.171206226,3,0.9990,1,0.9970,3.900000142,-76.30000302
Sogamoso,Colombia,161,0.6125,25.7836,469.4545,4.027,73.145,1.15403065,7.150776318,1780.168923,141.0628763,2.864610111,2,0.9995,4,0.9891,5.716666727,-72.93333429
Chimbote,Peru,126,0.068,21.1708,1209.5544,4.746,101.8275,1.033207354,3.502806554,564.325948,136.0109317,3.154772019,3,0.9346,2,0.8572,-8.930097026,-78.45314361
Huaraz,Peru,102,0.1328,8.6925,624.4821,4.2534,82.7493,1.379159135,1.967395651,574.9292219,200.1302995,2.961733258,3,0.9649,4,1.0000,-9.533333721,-77.53333269
Arequipa,Peru,370,0.1209,216.957,7040.5389,8.8506,73.3826,1.075882711,7.539656473,1185.795743,127.4543271,3.03980516,4,0.9999,2,0.9929,-16.39800007,-71.52299957
Ayacucho,Peru,81,0.2588,76.2951,1381.4948,4.2411,91.0826,1.156810186,15.37857116,2685.016795,100.0629669,3.088310737,2,0.9998,3,1.0000,-13.17300306,-74.22100163
Cajamarca,Peru,255,0.3583,30.3387,1014.398,4.3368,91.8117,1.264160896,3.523378682,1296.872526,423.5298463,3.044874008,2,0.9953,4,1.0000,-7.162001931,-78.5109957
Cusco,Peru,91,0.2758,291.8953,2912.281,5.8759,68.7531,1.147425022,14.68189109,3045.423886,119.8133473,2.876902035,4,0.9931,3,1.0000,-13.52600105,-71.98700367
Huanuco,Peru,45,0.0504,11.6844,918.8031,5.306,96.81,1.217190138,2.509636881,570.2112438,94.63441888,2.935447339,3,0.9532,4,0.9999,-9.925001995,-76.23099858
Chincha Alta,Peru,146,0.1367,20.7546,1048.0982,4.6401,100.9138,1.045727983,2.938490905,718.461563,316.8788658,2.966892809,3,0.9249,1,0.9547,-13.44999966,-76.1333312
Ica,Peru,342,0.0825,6.3407,862.266,4.5586,102.8035,1.049081541,1.495696552,299.0562128,166.0296269,3.006194566,3,0.9740,1,0.9978,-14.06400299,-75.7439997
Pisco,Peru,78,0.175,9.2815,321.2368,3.0461,91.631,1.041860871,6.014898701,946.600343,96.34528857,3.161042432,3,0.9787,2,0.9840,-13.69999974,-76.21666711
Huancayo,Peru,274,0.4025,210.4155,3002.1806,8.2274,66.8281,1.076177525,9.990216713,1939.466056,137.0699151,3.056431113,4,0.9300,2,0.8854,-12.07500293,-75.21100166
Chiclayo,Peru,294,0.502,159.3013,2045.5677,3.6412,81.0309,1.022665543,13.94456802,2074.173498,135.817315,3.213165426,2,0.9987,3,0.9890,-6.762996005,-79.8370017
Lima,Peru,805,0.269,8493.0262,43874.5237,11.6628,63.2496,1.042087235,38.56378328,5619.943025,92.79641051,3.053393495,1,1.0000,3,1.0000,-12.08199594,-77.0450036
Trujillo,Peru,340,0.2745,301.6178,4641.5947,4.765,77.9421,1.025452858,11.04791826,1778.908217,138.6823729,3.243549701,4,0.9995,2,0.7923,-8.111667,-79.028056
Iquitos,Peru,314,0.0539,13.9256,2499.4012,5.1007,64.2045,1.046897336,0.533579219,127.8708201,133.1021478,2.739878788,2,0.7121,1,0.9863,-3.752999996,-73.19099658
Piura,Peru,311,0.0886,29.5821,2472.7255,6.2837,93.6018,1.039365807,2.362182995,441.9103751,156.6370885,3.099337029,2,0.9970,1,0.9708,-5.193998933,-80.62499666
Sullana,Peru,195,0.0738,4.9808,702.2643,3.5365,129.5255,1.057497762,1.300726007,313.2210594,175.6515801,3.180853816,3,0.9999,1,0.9995,-4.88583778,-80.68310076
Juliaca,Peru,173,0.2132,86.6421,2377.5655,5.3381,73.5545,1.021119859,5.559990122,1202.688089,121.086019,3.236711129,2,0.9996,2,0.9886,-15.49999988,-70.1333312
Puno,Peru,31,0.0674,18.4939,774.6274,4.3675,70.5257,1.073840085,3.403889157,662.9700938,123.1628964,3.060724234,3,0.9701,2,0.8978,-15.83333294,-70.03333272
Tarapoto,Peru,132,0.3076,39.2888,1115.615,4.3702,73.6017,1.067377545,4.24540083,942.194597,240.5666234,3.178484108,2,0.9988,4,0.9955,-6.501388891,-76.36555465
Tacna,Peru,164,0.0459,29.0779,2851.4368,5.8036,86.1345,1.026559185,2.435022074,422.6591577,103.0992447,3.207956989,2,0.9978,1,0.9718,-18.01800003,-70.25100264
Tumbes,Peru,65,0.2323,27.902,659.2646,4.3266,70.8412,1.058170215,7.341304627,1202.621165,119.0140927,2.975681342,2,0.5943,2,0.9910,-3.566666514,-80.46666705
Pucallpa,Peru,232,0.0179,10.9171,3423.9692,6.2795,62.7097,1.042044414,0.357661277,81.93572703,127.9112343,3.122780789,2,0.9864,1,0.9957,-8.387001005,-74.5270016
San Jose,Costa Rica,2888,0.933,1941.2456,17494.4709,12.0148,65.3689,1.118498166,10.27256344,2442.524954,133.1389616,2.560694554,1,1.0000,3,0.9802,9.930474081,-84.0786206
San Miguel,El Salvador,419,0.6619,54.411,1439.5141,4.4692,71.3225,1.051203938,6.907451382,1647.551762,133.4120721,2.831219861,2,0.9996,2,0.9853,13.47299998,-88.17699568
San Salvador,El Salvador,1094,1.2401,1144.9129,7158.0351,7.6973,64.1846,1.09353338,18.45978162,3662.425867,111.9806267,2.582372613,4,0.9978,3,1.0000,13.70141095,-89.20023261
Santa Ana,El Salvador,297,0.7289,34.2571,739.0007,3.9441,72.0505,1.075973077,10.70335012,2388.356913,122.3678514,2.661456601,2,0.9994,3,0.9494,13.994167,-89.559722
Escuintla,Guatemala,217,0.3971,13.4988,493.5495,4.129,122.9231,1.107400343,3.457138332,1136.739608,187.8585842,2.661239079,3,0.5735,4,0.9988,14.30000022,-90.78333268
Guatemala City,Guatemala,1516,0.8478,1215.3738,9016.5157,8.7715,67.5458,1.127988431,24.02746385,4599.832162,108.8539502,2.6549869,4,0.9393,3,1.0000,14.61800707,-90.52489769
Quetzaltenango,Guatemala,512,2.5023,321.4902,1674.8124,6.3995,64.9414,1.080909795,20.42188837,4075.938398,113.1165517,2.743841452,4,1.0000,3,1.0000,14.83329601,-91.50000271
Aguascalientes,Mexico,1260,0.6915,590.3445,7253.0806,7.7808,70.5475,1.045635979,12.78373825,2262.519857,103.2143361,2.984237332,4,0.9994,3,0.9916,21.88333317,-102.3000031
Ensenada,Mexico,1481,0.0282,3.8853,1850.5986,5.4621,137.7095,1.110460016,0.289294418,110.1337917,238.4484498,2.783552966,3,0.9028,1,0.9874,31.86666679,-116.6166686
Mexicali,Mexico,1847,0.118,133.186,8924.9875,6.4902,100.056,1.037703222,1.449255804,387.4133618,150.6809659,3.110549857,4,1.0000,1,0.9942,32.65499695,-115.4670027
Tijuana,Mexico,1410,0.3188,312.3605,5301.6832,6.4541,74.2544,1.070552865,7.744339231,1668.189368,121.0251546,2.812835828,4,1.0000,2,0.9629,32.5333328,-117.0166701
La Paz,Mexico,713,0.045,6.8145,1609.0933,4.6134,121.9711,1.101655154,0.386008006,196.2856614,284.6329316,3.095244814,3,0.9985,1,0.9998,24.142641,-110.312753
Campeche,Mexico,380,0.1172,31.0277,2326.5231,4.2395,138.1372,1.060990442,1.340446415,361.9230459,157.0430069,3.034294936,3,0.9833,1,0.9965,19.830125,-90.534909
Ciudad del Carmen,Mexico,520,0.0606,7.0104,1525.8864,3.3931,86.4694,1.038212714,0.444569509,161.3251292,201.8513526,3.067690937,3,0.9641,1,0.9997,18.63333324,-91.83333582
Chihuahua,Mexico,1097,0.0606,108.7943,11117.1925,7.6073,97.0297,1.054367769,1.637053702,396.7498442,137.3944025,3.115420074,4,1.0000,1,0.9869,28.630998,-106.0739996
Juarez,Mexico,728,0.2052,986.6823,14727.7035,7.219,63.9459,1.04081424,9.704975585,1768.086194,103.7879903,3.120302109,4,0.9960,2,0.8013,31.691802,-106.424224
Cuauhtemoc,Mexico,1456,0.4035,18.0495,1060.0172,4.4041,97.6297,1.030712154,1.720371044,606.6456483,190.9974837,3.14531784,4,0.9665,1,0.9969,28.41666602,-106.8666686
Delicias,Mexico,394,0.7388,97.6433,1589.6038,5.4259,85.0013,1.019686104,8.691526418,1852.355867,119.7427666,3.230245232,2,0.9991,2,0.8948,28.18698,-105.461623
Hidalgo del Parral,Mexico,146,0.0759,6.8246,772.4071,3.6029,114.3921,1.060989414,1.48614576,266.0334549,102.6690264,3.026650515,3,0.9985,1,0.9960,26.93333239,-105.666664
San Cristobal de las Casas,Mexico,61,0.1548,103.5967,1940.8935,4.6135,70.0659,1.096544709,3.922886515,962.3284657,141.0721528,2.937669377,2,0.9995,2,0.8088,16.73928,-92.640196
Tapachula,Mexico,570,0.5814,83.2637,1960.3433,4.9981,89.0701,1.075960669,4.240971794,1107.907741,146.5504847,2.964051639,2,0.9992,2,0.9526,14.8999996,-92.28333266
Tuxtla Gutierrez,Mexico,537,0.3537,307.8654,5089.2649,5.2374,76.1722,1.064151773,9.393660826,1735.357587,103.3809423,2.99654587,4,1.0000,2,0.8497,16.74399599,-93.10899569
Acuna,Mexico,153,0.0133,4.9543,2031.933,4.333,159.159,1.030261661,0.37578147,66.70526667,99.54328156,3.21902378,3,1.0000,1,0.9986,29.32353,-100.954917
Monclova,Mexico,414,0.0819,78.7544,4875.8378,5.3328,77.2902,1.020630333,1.224681764,277.724336,124.1265078,3.081026059,2,0.9672,1,0.9947,26.8999996,-101.416664
Piedras Negras,Mexico,400,0.2895,81.4618,2386.956,6.1966,83.9412,1.02482847,4.100436846,850.0444626,113.1283324,3.183844862,2,0.9993,2,0.9756,28.70000078,-100.5166701
Saltillo,Mexico,1321,0.0943,83.296,6837.8052,5.3674,110.7286,1.053111111,1.580882561,351.0844376,127.7991658,3.027391355,4,1.0000,1,0.9859,25.41799805,-100.9940036
Torreon,Mexico,1531,0.3014,513.9294,10783.5189,8.4843,95.8987,1.050897243,6.001207057,1168.835071,111.1536112,3.070902051,4,1.0000,2,0.9908,25.548164,-103.410261
Colima,Mexico,462,0.202,74.2834,2833.6599,5.8069,105.9324,1.072094345,4.245846865,966.2673618,126.3122695,3.180305633,2,0.9983,2,0.9867,19.25099995,-103.7349986
Manzanillo,Mexico,370,0.2739,41.2398,1504.5523,6.8944,85.5056,1.122030545,3.884653824,1060.974166,152.7900155,2.787990558,2,0.9987,4,0.9576,19.04999917,-104.3333358
Tecoman,Mexico,288,0.2407,10.6846,546.2655,3.5048,257.0438,1.076288927,2.188319582,750.9029764,186.4078707,3.117042535,3,1.0000,1,0.9632,18.917716,-103.876372
Durango,Mexico,917,0.0988,59.9628,5674.5836,5.8276,97.4169,1.06801956,1.931639526,416.8997152,121.9479016,3.065217391,4,0.9880,1,0.9753,24.02900103,-104.6629976
Acapulco de Juarez,Mexico,777,0.2196,141.7411,4848.0032,9.1387,124.111,1.132452552,2.748513093,644.7286964,134.66366,2.673928431,4,1.0000,4,0.9676,16.97437804,-99.93149956
Chilpancingo,Mexico,142,0.0651,17.3904,1402.9838,4.7918,285.0644,1.144209149,0.986450991,210.5342247,124.3978164,2.801204819,3,1.0000,1,0.8697,17.55199792,-99.50100259
Iguala,Mexico,122,0.2138,45.9272,1265.7545,5.3194,81.1053,1.044212644,2.624138346,571.3707657,120.298631,2.919164882,2,0.9997,1,0.5781,18.35216262,-99.53458315
Celaya,Mexico,1194,0.62,137.7682,1931.4992,4.2826,130.6037,1.055209028,6.705950323,1584.578496,137.5381744,2.865658191,4,0.9988,2,0.9894,20.52919,-100.814097
Guanajuato,Mexico,232,0.2288,18.2717,833.7021,6.1226,164.506,1.226128754,1.476639805,465.8336879,187.9574199,2.75,3,1.0000,4,1.0000,21.01666642,-101.2499999
Irapuato,Mexico,576,0.6768,228.9814,2663.976,4.3168,121.49,1.052383906,7.375870911,1620.132342,130.6733542,2.906511309,4,0.8537,2,0.9876,20.678939,-101.356395
Leon,Mexico,1219,0.6927,966.6917,8843.9254,6.0012,83.7983,1.058255085,14.23436892,2670.312961,110.0403899,2.992874856,4,1.0000,3,0.9999,21.125581,-101.682354
Uriangato,Mexico,162,0.5868,64.3646,926.1594,4.898,90.9945,1.052211326,7.09176076,1682.409894,135.838632,2.849111203,2,0.9997,2,0.9866,20.14999956,-101.1833343
Salamanca,Mexico,453,0.5994,90.7539,1503.9605,4.5008,166.9835,1.078118383,4.681181722,1175.147409,145.7036256,2.970460048,4,0.9683,2,0.9618,20.56666759,-101.1999968
San Francisco del Rincon,Mexico,482,0.6732,43.8745,900.7519,4.6603,118.2416,1.050053879,2.4775733,726.1878374,166.0118458,3.083170254,2,0.9967,1,0.7848,21.01666642,-101.8499984
Pachuca de Soto,Mexico,695,0.5807,365.6688,3834.4054,5.8669,79.5974,1.066209439,8.630567591,1794.736507,122.4213361,2.857629317,4,1.0000,2,0.9318,20.12000396,-98.75500159
Tula de Allende,Mexico,780,0.8254,32.8321,380.9414,4.5511,84.6266,1.072376207,3.590662829,1194.242203,190.7744933,2.778451493,2,0.9747,4,0.9666,20.04999919,-99.34999836
